앱 확장 소재,앱 확장 소재 유형,캠페인,광고그룹,일,전환,통화 코드,비용,노출수,클릭수,Revenue,유형,사이즈,투입일,시기,USP,Concept,언어,파일명,소재명,링크,hooking_strategy,audio_elements_bgm,audio_elements_sfx_emphasized,audio_elements_narration,audio_elements_cv,text_analysis_extracted_copy,text_analysis_core_usp,title_specific_system,title_specific_mechanic,title_specific_faction_race,title_specific_identified_character,title_specific_theme,title_specific_special_note,gameplay,visual_technique,environment,emotion,character_object,art_style,marketer_insight
260406_VID_A-Mob-Adventure01A-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=nIYkYZ-JFj0,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430,2026-05-02,0,KRW,3253,121,7,0,VID,세로형,2026-04-06,A,Mob,Adventure01A,EN;https://www,260406_VID_A-Mob-Adventure01A-UA_V_1080x1920_EN,A-Mob-Adventure01A-UA,https://www.youtube.com/watch?v=nIYkYZ-JFj0,"비주얼 임팩트, 성장 비포애프터",긴박함,TRUE,,없음,"WARNING, GOBLINS INCOMING!, Goblins? Easy! Level UP! UP!, Power Boost! BOOM! BOOM!, Strategic deployment!, Get ready for BATTLE!","편의성, 전략성",AFK 기능,8인 실시간 전투,고블린,카르벨,렐릭 탐험 어드벤처,스마트폰 UI 팝업 연출,"시뮬레이션 및 관리, 장애물 및 도전","텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 만족과 성취감","SD/치비 캐릭터, 성장 지표, 군단/대규모 유닛",2.5D 입체 그래픽,세로형 피드 최적화 UI와 마을 습격 반전 연출로 이탈 방지. 직관적 레벨업과 전략적 배치 중심의 성장 쾌감을 자극해 숏폼 환경 내 높은 시청 유지율 및 전환율 기대.
Cute but Powerful Squad,광고 제목,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,11,KRW,11534,846,19,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let’s Hunt for Treasure!,광고 제목,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,4,KRW,4921,294,6,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepp Heroes,광고 제목,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,3,KRW,2541,249,4,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play for Free,광고 제목,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,3,KRW,6065,545,9,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your RPG, In Your Hands",광고 제목,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,2,KRW,4100,260,7,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adorable Yet Powerful! Collect Heroes With Diverse Charms,설명,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,9,KRW,10481,701,12,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock Out and Start Your Treasure Hunt!,설명,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,4,KRW,8495,681,8,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Rewards Worth $100! Play Now!,설명,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,10,KRW,14474,770,22,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Battles With Heroes Full of Personality! Win With Your Own Squad,설명,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,8,KRW,11699,719,14,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Hero Skills and Synergies! The Collectible RPG of Endless Team Combinations,설명,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,7,KRW,8372,981,14,0,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260406_BNR_A-Character-100usd01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/10042032527036690642,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,852,138,1,0,BNR,정방형,2026-04-06,A,Character,100usd01A,EN,260406_BNR_A-Character-100usd01A-DA_S_1200x1200_EN,A-Character-100usd01A-DA,https://tpc.googlesyndication.com/simgad/10042032527036690642,"압도적 보상, 캐릭터/유닛 외형",,,,,"Pre-registration Event, $100, Pre-register and Earn Rewards Worth $100!, Claim Rewards","보상, 릴리즈 예고",용병 모집(Gacha),사전예약 혜택,마그 탐험대,카르벨(Karbel),히어로 수집 육성,,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, 재화/보물상자","2D 일러스트, 2.5D 입체 그래픽",정방형 레이아웃과 $100 보상 텍스트로 시인성을 극대화했습니다. 혜택 중심 소구로 스낵 컬처 타겟의 전환을 유도하며 대비를 높인 A/B 테스트를 제안합니다.
260406_BNR_A-Character-100usd01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/18256489507350070227,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,121,10,0,0,BNR,세로형,2026-04-06,A,Character,100usd01A,EN,260406_BNR_A-Character-100usd01A-DA_V_1200x1500_EN,A-Character-100usd01A-DA,https://tpc.googlesyndication.com/simgad/18256489507350070227,"압도적 보상, 캐릭터/유닛 외형",,,,,"Pre-registration Event, $100, Pre-register and Earn Rewards Worth $100!, Claim Rewards","보상, 릴리즈 예고",용병 모집(Gacha),사전예약 혜택,마그 탐험대,카르벨(Karbel),히어로 수집 육성,,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, 재화/보물상자","2D 일러스트, 2.5D 입체 그래픽",고퀄리티 2.5D 그래픽과 일러스트 밀도를 높여 수집 욕구 및 신뢰 형성. 아트 USP 기반의 캐릭터별 선호도 분석과 성과 확장 기대.
260406_BNR_A-Character-Adventure04A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/11190732183298883065,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,11,KRW,12303,543,20,0,BNR,가로형,2026-04-06,A,Character,Adventure04A,EN,260406_BNR_A-Character-Adventure04A-DA_L_1200x628_EN,A-Character-Adventure04A-DA,https://tpc.googlesyndication.com/simgad/11190732183298883065,"비주얼 임팩트, 캐릭터/유닛 외형",,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG, 릴리즈 예고","8인 실시간 전투, 수집형 RPG",8인 실시간 전투,"마그 탐험대, 고블린","카르벨(Karbel), 샤일린(Shylin)",히어로 수집 육성,,"전투 및 액션, 장애물 및 도전",텍스트 오버레이,자연/야외 미학,"도전과 승부욕, 참여와 임장감","인간형 영웅, 거대 보스, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",SD 영웅과 거대 보스의 대치로 모험심 자극. 정적 RPG 유저에게 액션 소구 및 보상 텍스트로 CTR·CVR 최적화.
260406_BNR_A-Character-Adventure04A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/4078122247307565443,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,2019,11,2,0,BNR,정방형,2026-04-06,A,Character,Adventure04A,EN,260406_BNR_A-Character-Adventure04A-DA_S_1200x1200_EN,A-Character-Adventure04A-DA,https://tpc.googlesyndication.com/simgad/4078122247307565443,"비주얼 임팩트, 캐릭터/유닛 외형",,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG, 릴리즈 예고","8인 실시간 전투, 수집형 RPG",8인 실시간 전투,"마그 탐험대, 고블린","카르벨(Karbel), 샤일린(Shylin)",히어로 수집 육성,,"전투 및 액션, 장애물 및 도전",텍스트 오버레이,자연/야외 미학,"도전과 승부욕, 참여와 임장감","인간형 영웅, 거대 보스, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트","정방형 규격의 캐릭터 밀집 배치를 통해 스쿼드 일체감을 강조하고, 직업 아이콘 오버레이로 팀 빌딩의 전략적 재미와 영웅의 매력을 소구함."
260406_BNR_A-Character-Adventure05A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/14620542589526622535,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,218,41,1,0,BNR,가로형,2026-04-06,A,Character,Adventure05A,EN,260406_BNR_A-Character-Adventure05A-DA_L_1200x628_EN,A-Character-Adventure05A-DA,https://tpc.googlesyndication.com/simgad/14620542589526622535,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,Every Hero Needs a Little Pepp,"아트 퀄리티, 수집형RPG, 캐릭터","8인 실시간 전투, 수집형 RPG",렐릭 퀘스트,"마그 탐험대, 고블린","샤일린(Shylin), 카르벨(Karbel)",렐릭 탐험 어드벤처,2.5D 독보적 그래픽 강조,"전투 및 액션, 수집 및 도감","텍스트 오버레이, 클로즈업 및 줌",던전/신전,"수집욕/소유욕, 참여와 임장감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",독보적인 2.5D 비주얼과 대립 구도로 정체성 각인. 입체적 모험 선사 및 고퀄리티 아트로 글로벌 CTR 유도. SSR 스킬 컷신 활용해 CVR 극대화 기대.
260406_BNR_A-Character-Adventure05A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/13772335840655466460,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,1751,178,2,0,BNR,정방형,2026-04-06,A,Character,Adventure05A,EN,260406_BNR_A-Character-Adventure05A-DA_S_1200x1200_EN,A-Character-Adventure05A-DA,https://tpc.googlesyndication.com/simgad/13772335840655466460,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,Every Hero Needs a Little Pepp,"아트 퀄리티, 수집형RPG, 캐릭터","8인 실시간 전투, 수집형 RPG",렐릭 퀘스트,"마그 탐험대, 고블린","샤일린(Shylin), 카르벨(Karbel)",렐릭 탐험 어드벤처,2.5D 독보적 그래픽 강조,"전투 및 액션, 수집 및 도감","텍스트 오버레이, 클로즈업 및 줌",던전/신전,"수집욕/소유욕, 참여와 임장감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",정방형 규격의 캐릭터 밀집 노출로 수집 재미를 강조함. 영웅 반전 매력 소유욕을 자극하며 피드 최적화로 클릭률 극대화 유도. 보상 텍스트 오버레이로 전환율 보완 필요.
260406_BNR_A-Character-Comics01A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/3049438568803176011,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,2481,48,4,0,BNR,가로형,2026-04-06,A,Character,Comics01A,EN,260406_BNR_A-Character-Comics01A-DA_L_1200x628_EN,A-Character-Comics01A-DA,https://tpc.googlesyndication.com/simgad/3049438568803176011,"비주얼 임팩트, 캐릭터/유닛 외형",,,,,"EVERY HERO NEEDS A LITTLE PEPP, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG","용병 모집(Gacha), 8인 실시간 전투",8인 실시간 전투,마그 탐험대,카르벨(Karbel),"히어로 수집 육성, 렐릭 탐험 어드벤처",코믹스 스타일 레이아웃,"수집 및 도감, 전투 및 액션","분할 화면, 텍스트 오버레이",자연/야외 미학,"수집욕/소유욕, 휴식과 힐링","SD/치비 캐릭터, 인간형 영웅",2.5D 입체 그래픽,코믹스 레이아웃과 친근한 아트 스타일로 진입 장벽을 낮추고 개성을 강조함. 가독성 높은 카피로 높은 CTR을 유도하며 SSR 캐릭터 중심의 수집 욕구 자극 전략을 제안함.
260406_BNR_A-Character-Comics01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/4695384483296336434,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,0,3,0,0,BNR,정방형,2026-04-06,A,Character,Comics01A,EN,260406_BNR_A-Character-Comics01A-DA_S_1200x1200_EN,A-Character-Comics01A-DA,https://tpc.googlesyndication.com/simgad/4695384483296336434,"비주얼 임팩트, 캐릭터/유닛 외형",,,,,"EVERY HERO NEEDS A LITTLE PEPP, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG","용병 모집(Gacha), 8인 실시간 전투",8인 실시간 전투,마그 탐험대,카르벨(Karbel),"히어로 수집 육성, 렐릭 탐험 어드벤처",코믹스 스타일 레이아웃,"수집 및 도감, 전투 및 액션","분할 화면, 텍스트 오버레이",자연/야외 미학,"수집욕/소유욕, 휴식과 힐링","SD/치비 캐릭터, 인간형 영웅",2.5D 입체 그래픽,십자 분할 레이아웃으로 카피 집중도를 높이고 SD 캐릭터로 수집욕 자극. SNS 최적화 규격으로 유저 유입 유도 및 직업별 변주 제안.
260406_BNR_A-Character-Comics01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/13581844973087919256,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,4,KRW,6907,137,6,0,BNR,세로형,2026-04-06,A,Character,Comics01A,EN,260406_BNR_A-Character-Comics01A-DA_V_1200x1500_EN,A-Character-Comics01A-DA,https://tpc.googlesyndication.com/simgad/13581844973087919256,"비주얼 임팩트, 캐릭터/유닛 외형",,,,,"EVERY HERO NEEDS A LITTLE PEPP, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG","용병 모집(Gacha), 8인 실시간 전투",8인 실시간 전투,마그 탐험대,카르벨(Karbel),"히어로 수집 육성, 렐릭 탐험 어드벤처",코믹스 스타일 레이아웃,"수집 및 도감, 전투 및 액션","분할 화면, 텍스트 오버레이",자연/야외 미학,"수집욕/소유욕, 휴식과 힐링","SD/치비 캐릭터, 인간형 영웅",2.5D 입체 그래픽,독보적 화풍의 2.5D 그래픽으로 차별화된 비주얼 소구. 세로 규격의 범용성을 활용하며 보스 레이드 테마를 병행해 유저 반응 테스트 및 세그먼트 공략 필요.
260406_BNR_A-Charater-Collection01A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/9157278201026773067,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,1556,59,2,0,BNR,가로형,2026-04-06,A,Charater,Collection01A,EN,260406_BNR_A-Charater-Collection01A-DA_L_1200x628_EN,A-Charater-Collection01A-DA,https://tpc.googlesyndication.com/simgad/9157278201026773067,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Get Pepp'd, com2us, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG",수집형 RPG,용병 모집(Gacha),마그 탐험대,다수의 SD 영웅,히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,수집욕/소유욕,SD/치비 캐릭터,2.5D 입체 그래픽,"'Get Pepp'd' 슬로건과 촘촘한 캐릭터 배치로 방대한 수집성 강조. 2.5D 및 SD 캐릭터로 유저 소유욕 자극 및 높은 CTR 유도, 인기 캐릭터 중심 확장 용이."
260406_BNR_A-Charater-Collection01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/2322926171558263908,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,6,97,0,0,BNR,정방형,2026-04-06,A,Charater,Collection01A,EN,260406_BNR_A-Charater-Collection01A-DA_S_1200x1200_EN,A-Charater-Collection01A-DA,https://tpc.googlesyndication.com/simgad/2322926171558263908,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Get Pepp'd, com2us, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG",수집형 RPG,용병 모집(Gacha),마그 탐험대,다수의 SD 영웅,히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,수집욕/소유욕,SD/치비 캐릭터,2.5D 입체 그래픽,정방형 구도로 캐릭터 밀도와 시각적 풍성함 극대화. SNS 주목도 확보 및 캐릭터 등급 변주를 통한 전환율 개선 기대.
260406_BNR_A-Charater-Collection01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/5699446522298240409,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,2592,21,3,0,BNR,세로형,2026-04-06,A,Charater,Collection01A,EN,260406_BNR_A-Charater-Collection01A-DA_V_1200x1500_EN,A-Charater-Collection01A-DA,https://tpc.googlesyndication.com/simgad/5699446522298240409,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Get Pepp'd, com2us, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG",수집형 RPG,용병 모집(Gacha),마그 탐험대,다수의 SD 영웅,히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,수집욕/소유욕,SD/치비 캐릭터,2.5D 입체 그래픽,세로 뷰로 50종 영웅 노출을 극대화하여 전략적 흥미 유발. 무료 소환권 혜택 강조로 전환율 제고 및 안정적 성과 기대.
260406_BNR_A-Mob-Adventure02A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/17125206759944352040,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,6,KRW,17762,788,41,0,BNR,가로형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_L_1200x628_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/17125206759944352040,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,5인 파티 레이드와 SD 캐릭터로 어드벤처 RPG 정체성 강조. 2.5D 그래픽으로 CTR을 높이고 사전예약 보상을 통해 CVR 극대화 유도.
260406_BNR_A-Mob-Adventure02A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/17573267286983610733,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,0,KRW,1271,3,2,0,BNR,정방형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_S_1200x1200_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/17573267286983610733,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,2.5D 비주얼과 거대 보스 대치 구도로 몰입감 강조. 직접 조작 및 전략 조합을 선호하는 수집형 RPG 유저를 공략해 높은 클릭률과 수집욕 자극 기대.
260406_BNR_A-Mob-Adventure02A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/12487452563763707002,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,5746,225,3,0,BNR,세로형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_V_1200x1500_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/12487452563763707002,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,초기 핵심 영웅 노출로 수집 재미 강조 및 따뜻한 아트 스타일로 힐링 소구. 방대한 콘텐츠 중심의 텍스트 보강으로 캐주얼 유저 유입 및 잔존율 제고.
260406_VID_A-Character-Collection01B-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=cTfY4JpFc-s,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,3,KRW,5704,130,11,0,VID,정방형,2026-04-06,A,Character,Collection01B,EN;https://www,260406_VID_A-Character-Collection01B-UA_S_1080x1080_EN,A-Character-Collection01B-UA,https://www.youtube.com/watch?v=cTfY4JpFc-s,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE YOUR HERO, HUGO, KARBEL, MONAD","캐릭터, 수집형RPG, 전략성",용병 모집(Gacha),DIY 픽업 시스템,마그 탐험대,"휴고, 카르벨, 모나드",히어로 수집 육성,남성 캐릭터 위주 배치,수집 및 도감,"텍스트 오버레이, 분할 화면",심플/클린 UI,수집욕/소유욕,"SD/치비 캐릭터, 인간형 영웅",2D 일러스트,캐릭터 구성 대조를 통한 타겟 취향별 효율 분석. 탱커 및 딜러 중심 덱 선호 심리 공략하며 캐릭터 조합 변주 소재로 리타겟팅 광고 활용 권장.
260406_VID_A-Character-Combat01A-UA_L_1920x1080_EN;https://www.youtube.com/watch?v=2W7-0AV2mfg,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,3,KRW,1882,98,2,0,VID,가로형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_L_1920x1080_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=2W7-0AV2mfg,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트",인게임 전투와 일러스트 교차 편집으로 몰입도 극대화. 캐릭터 스킬 및 시너지로 전략적 호기심 자극. 플레이 영상 기반 안정적 CVR 확보 및 캐릭터 속성 대비 변주 제안.
260406_VID_A-Character-Combat01A-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=jnNAzjzUw8o,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,4994,236,2,0,VID,정방형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_S_1080x1080_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=jnNAzjzUw8o,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트",SSR 비네사 비주얼을 초반에 배치해 RPG 팬덤 시선 확보. 고퀄리티 애니메이션으로 캐릭터 소유욕을 자극하며 스킬 콤보 시리즈로 소재 확장 가능.
260406_VID_A-Character-Combat01A-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=tHmXhOKu33A,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU_AD_ACi_260430,M_1844_INTEREST_GENRE_ALL_NONE_260430_2,2026-05-02,1,KRW,3503,82,2,0,VID,세로형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_V_1080x1920_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=tHmXhOKu33A,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트",숏폼 최적화 세로 분할 화면으로 캐릭터와 전투 연출 강조. 한 손 플레이 선호 심리를 공략하여 틱톡 및 릴스 내 높은 조회수 확보 기대.
